"#","Name of Job","Cylinder Given To","Check Out Date","Check In Date","Options"
"1177","HAS IT SHIRT 11X13+4 BOX BAG","ROYAL CYCLINDERS","25 Aug, 2023","04 Sep, 2023",""
"1178","OSR CLUB 16X17 LOOP BAG","ROYAL CYCLINDERS","25 Aug, 2023","04 Sep, 2023",""
"1179","ETHNIC COTLER 19X15 LOOP BAG","ROYAL CYCLINDERS","25 Aug, 2023","04 Sep, 2023",""
"1180","JINDALS 11X13+4 BOX BAG","ROYAL CYCLINDERS","25 Aug, 2023","04 Sep, 2023",""
"1181","COTTON INDIA 16X20 LOOP BAG","ROYAL CYCLINDERS","21 Aug, 2023","04 Sep, 2023",""
"1182","THUKRALFASHION VILLA 13X15.5+4","SHRI KRISHNA CYCLINDERS","21 Aug, 2023","28 Aug, 2023",""
"1183","SAREE SANSAR MISRI LAL 16X20 LOOP","SHRI KRISHNA CYCLINDERS","21 Aug, 2023","04 Sep, 2023",""
"1184","VASTRA VAN 16X16.7+5.5 BOX BAG","SHRI KRISHNA CYCLINDERS","21 Aug, 2023","04 Sep, 2023",""
"1185","DUSTY LOOK 15X18 LOOP BAG","ROYAL CYCLINDERS","21 Aug, 2023","04 Sep, 2023",""
"1186","BADSHAH 14X18 DCUT","ROYAL CYCLINDERS","21 Aug, 2023","04 Sep, 2023",""
"1187","ASHA TIRES 11X12 LOOP BAG","KATYANI CYCLINDER","11 Aug, 2023","05 Sep, 2023",""
"1188","DR DA RACER 11X14.5+5 BOX BAG","KATYANI CYCLINDER","11 Aug, 2023","25 Aug, 2023",""
"1189","KAHSMIRI SONS 16X19.5 LOOP BAG","KATYANI CYCLINDER","11 Aug, 2023","28 Aug, 2023",""
"1190","CHADHA GARMENTS 16X16.7+5.5 BOX BAG","SHRI KRISHNA CYCLINDERS","11 Aug, 2023","28 Aug, 2023",""
"1191","LUX AMORE 12X16 LOOP BAG","KATYANI CYCLINDER","11 Aug, 2023","05 Sep, 2023",""
"1192","VEER FASHION 16X13+5 BOX BAG","SHRI KRISHNA CYCLINDERS","11 Aug, 2023","28 Aug, 2023",""
"1193","EXON 13X16.5+5 BOX BAG","SHRI KRISHNA CYCLINDERS","11 Aug, 2023","22 Aug, 2023",""
"1194","EMPIRE EX VANKU 14X16+5 BOX BAG","KATYANI CYCLINDER","07 Aug, 2023","25 Aug, 2023",""
"1195","LAKSHMI STORE 11X13+5 BOX BAG","KATYANI CYCLINDER","07 Aug, 2023","22 Aug, 2023",""
"1196","LAKSHMI STORE 9X11+4 BOX BAG","KATYANI CYCLINDER","07 Aug, 2023","22 Aug, 2023",""
"1197","KIRAN COLLECTION 16X20 LOOP BAG","KATYANI CYCLINDER","07 Aug, 2023","05 Sep, 2023",""
"1198","HEADPHONE M CARE 16X17 LOOP BAG","KATYANI CYCLINDER","07 Aug, 2023","25 Aug, 2023",""
"1199","AARAV 16X18 LOOP BAG","KATYANI CYCLINDER","07 Aug, 2023","05 Sep, 2023",""
"1200","GM SHAH 16X16.7+5.5 BOX BAG","KATYANI CYCLINDER","07 Aug, 2023","25 Aug, 2023",""
"1201","LONE FOOTWEAR 11.5X13+4 BOX BAG","KATYANI CYCLINDER","07 Aug, 2023","25 Aug, 2023",""
"1202","LAKSHMI STORE 16X13+6 BOX BAG","SHRI KRISHNA CYCLINDERS","07 Aug, 2023","21 Aug, 2023",""
"1203","LAKSHMI STORE 18X16+6 BOX BAG","SHRI KRISHNA CYCLINDERS","07 Aug, 2023","21 Aug, 2023",""
"1204","BALRAJ FASHION POINT 14X14+5 BOX BAG","SHRI KRISHNA CYCLINDERS","07 Aug, 2023","21 Aug, 2023",""
"1205","DOXER 25X18 LOOP BAG","SHRI KRISHNA CYCLINDERS","07 Aug, 2023","21 Aug, 2023",""
"1206","FALCKONS 14X18 DCUT","KATYANI CYCLINDER","07 Aug, 2023","25 Aug, 2023",""
"1207","SANTRO 13X14 LOOP BAG","KATYANI CYCLINDER","07 Aug, 2023","25 Aug, 2023",""
"1208","VIKING 13X14 LOOP BAG","KATYANI CYCLINDER","07 Aug, 2023","22 Aug, 2023",""
"1209","LIBERTY WOOLENS 11.5X14+5 BOX","SHRI KRISHNA CYCLINDERS","04 Aug, 2023","21 Aug, 2023",""
"1210","JEANS JUNCTION 14X17 LOOP BAG","KATYANI CYCLINDER","04 Aug, 2023","12 Aug, 2023",""
"1211","FORTBERG 16X20 LOOP","KATYANI CYCLINDER","04 Aug, 2023","12 Aug, 2023",""
"1212","NOVELTY SWEETS 14.5X7.5+9 BOX BAG","KATYANI CYCLINDER","01 Aug, 2023","12 Aug, 2023",""
"1213","FORT  COLLINS 17X13+4 BOX","KATYANI CYCLINDER","01 Aug, 2023","12 Aug, 2023",""
"1214","REAL SAFFRON 11X11+4 BOX BAG","SHRI KRISHNA CYCLINDERS","01 Aug, 2023","12 Aug, 2023",""
"1215","REAL SAFFRON HUB 14X15+4 BOX","SHRI KRISHNA CYCLINDERS","01 Aug, 2023","18 Aug, 2023",""
"1216","REAL SAFFRON HUB 15.7X16.7+5.5 BOX","SHRI KRISHNA CYCLINDERS","01 Aug, 2023","12 Aug, 2023",""
"1217","COMMON CAMEL BLACK","KATYANI CYCLINDER","26 Jul, 2023","04 Aug, 2023",""
"1218","ANAND VESTS & BRIEFS 12X14 LOOP","KATYANI CYCLINDER","26 Jul, 2023","08 Aug, 2023",""
"1219","RUN KIDS 12X14 LOOP BAG","KATYANI CYCLINDER","26 Jul, 2023","08 Aug, 2023",""
"1220","FAIRYS CHOICE 16X16.5+5.5 BOX BAG (C)","KATYANI CYCLINDER","26 Jul, 2023","04 Aug, 2023",""
"1221","FAIRYS CHOICE 16.5X16.5+5.5 BOX BAG","KATYANI CYCLINDER","26 Jul, 2023","04 Aug, 2023",""
"1222","FAIRYS CHOICE 10X10+4 BOX BAG","KATYANI CYCLINDER","26 Jul, 2023","04 Aug, 2023",""
"1223","ANIKHA GARMENTS 11.6X13+4 BOX BAG","KATYANI CYCLINDER","25 Jul, 2023","12 Aug, 2023",""
"1224","UNIFIT 15.5X16.7+5.5 BOX BAG","KATYANI CYCLINDER","24 Jul, 2023","04 Aug, 2023",""
"1225","PALAK  11X12+4 BOX BAG","KATYANI CYCLINDER","24 Jul, 2023","04 Aug, 2023",""
"1226","HINAL 13X11+8 BOX BAG","KATYANI CYCLINDER","24 Jul, 2023","18 Aug, 2023",""
"1227","SPEEDWAYS 16X13+5 BOX BAG","KATYANI CYCLINDER","24 Jul, 2023","31 Jul, 2023",""
"1228","AMANDI 16X17 LOOP BAG","SHRI KRISHNA CYCLINDERS","24 Jul, 2023","02 Aug, 2023",""
"1229","LATTU 12.5X16+4 BOX BAG","KATYANI CYCLINDER","24 Jul, 2023","04 Aug, 2023",""
"1230","KHELA HOBE 14X18 LOOP BAG","KATYANI CYCLINDER","24 Jul, 2023","04 Aug, 2023",""
"1231","HIMARM 11.5X14.3+5 BOX BAG","KATYANI CYCLINDER","24 Jul, 2023","04 Aug, 2023",""
"1232","WALK STREET 17.1X15.3 LOOP BAG","SHRI KRISHNA CYCLINDERS","15 Jul, 2023","25 Jul, 2023",""
"1233","RITZZ 13.5X9+100 BOX BAG","KATYANI CYCLINDER","15 Jul, 2023","31 Jul, 2023",""
"1234","RITZZ 13.5X9+8 BOX BAG","KATYANI CYCLINDER","15 Jul, 2023","31 Jul, 2023",""
"1235","PRITAM STORE 16X20 LOOP BAG","SHRI KRISHNA CYCLINDERS","14 Jul, 2023","25 Jul, 2023",""
"1236","STYLE COLLECTION 16X20 LOOP BAG","SHRI KRISHNA CYCLINDERS","14 Jul, 2023","25 Jul, 2023",""
"1237","OCTAVE EXCEED 16X13 LOOP BAG","KATYANI CYCLINDER","13 Jul, 2023","17 Jul, 2023",""
"1238","OCTAVE 16X17 LOOP BAG","KATYANI CYCLINDER","13 Jul, 2023","17 Jul, 2023",""
"1239","MONALISA 16X17  LOOP BAG","KATYANI CYCLINDER","11 Jul, 2023","22 Jul, 2023",""
"1240","CHANDER BHAN DI HATTI 14X18 LOOP","KATYANI CYCLINDER","11 Jul, 2023","31 Jul, 2023",""
"1241","MOTIRAMS 14X18 BOX BAG","SHRI KRISHNA CYCLINDERS","10 Jul, 2023","20 Jul, 2023",""
"1242","DUSTY LOOK 15.5X12.5+5 BOX BAG","KATYANI CYCLINDER","10 Jul, 2023","04 Aug, 2023",""
"1243","PINKLUSH 16X19 LOOP BAG","KATYANI CYCLINDER","10 Jul, 2023","22 Jul, 2023",""
"1244","ALZO 15X18 LOOP BAG","SHRI KRISHNA CYCLINDERS","10 Jul, 2023","20 Jul, 2023",""
"1245","GLOXN 12X15.5+4 BOX BAG","KATYANI CYCLINDER","10 Jul, 2023","17 Jul, 2023",""
"1246","JASSI DI HATTI 11X13+4 BOX BAG","SHRI KRISHNA CYCLINDERS","07 Jul, 2023","12 Jul, 2023",""
"1247","OVER TAKE 12X15+4 BOX","SHRI KRISHNA CYCLINDERS","07 Jul, 2023","12 Jul, 2023",""
"1248","SHOE LOVE 15.5X13+5 BOX BAG","KATYANI CYCLINDER","07 Jul, 2023","17 Jul, 2023",""
"1249","QUITEPRETTY 11.8X13.8+4 BOX","KATYANI CYCLINDER","07 Jul, 2023","17 Jul, 2023",""
"1250","BHUTTA FASHION 14X18 DCUT","KATYANI CYCLINDER","07 Jul, 2023","17 Jul, 2023",""
"1251","WANI SHOWROOM 16X16.7+5.5 BOX BAG","SHRI KRISHNA CYCLINDERS","03 Jul, 2023","07 Jul, 2023",""
"1252","PURSHOTTAM 8.5X9+5 BOX BAG","KATYANI CYCLINDER","24 Jun, 2023","12 Jul, 2023",""
"1253","PURSHOTTAM 12.2X9+6 BOX BAG","KATYANI CYCLINDER","24 Jun, 2023","12 Jul, 2023",""
"1254","KC RESIDENCY 12X14.5+5 BOX BAG","KATYANI CYCLINDER","23 Jun, 2023","06 Jul, 2023",""
"1255","MANOCHA 16X20  LOOP BAG","KATYANI CYCLINDER","23 Jun, 2023","12 Jul, 2023",""
"1256","MILTON 14X16 LOOP BAG","KATYANI CYCLINDER","23 Jun, 2023","07 Jul, 2023",""
"1257","URBAN ROCK 16X18 LOOP BAG","KATYANI CYCLINDER","23 Jun, 2023","03 Jul, 2023",""
"1258","PRIYANKA FASHION 16X16.5+5.5 BOX BAG","SHRI KRISHNA CYCLINDERS","23 Jun, 2023","07 Jul, 2023",""
"1259","D3 COLLECTION 14X18 LOOP BAG","SHRI KRISHNA CYCLINDERS","23 Jun, 2023","07 Jul, 2023",""
"1260","INFISTYLES BOUTIQUE 18X16.5+6 BOX","KATYANI CYCLINDER","23 Jun, 2023","12 Jul, 2023",""
"1261","GOLD BLAZE 16X13+5 BOX BAG","KATYANI CYCLINDER","21 Jun, 2023","06 Jul, 2023",""
"1262","SELECTION 13X19+3.5 TWIST GUZZETE","SHRI KRISHNA CYCLINDERS","20 Jun, 2023","30 Jun, 2023",""
"1263","BOBBYS 16X17.5 LOOP BAG","KATYANI CYCLINDER","20 Jun, 2023","12 Jul, 2023",""
"1264","WARM LINE 12X16 D CUT","SHRI KRISHNA CYCLINDERS","20 Jun, 2023","03 Jul, 2023",""
"1265","KRISHNA 12.5X14+5 BOX BAG","KATYANI CYCLINDER","20 Jun, 2023","06 Jul, 2023",""
"1266","EXPERT 16.5X13.5+5 BOX BAG","KATYANI CYCLINDER","20 Jun, 2023","03 Jul, 2023",""
"1267","CALCUTTA CLOTH HOUSE 16X17 LOOP","KATYANI CYCLINDER","20 Jun, 2023","03 Jul, 2023",""
"1268","KHOSLA'S 16X17 LOOP","KATYANI CYCLINDER","20 Jun, 2023","03 Jul, 2023",""
"1269","EVAZ 16X14+4 BOX","KATYANI CYCLINDER","13 Jun, 2023","22 Jun, 2023",""
"1270","RICH LOOK 15X17 LOOP","SHRI KRISHNA CYCLINDERS","13 Jun, 2023","26 Jun, 2023",""
"1271","PRAMUKH JEWELLERS 11X13.5+4.5 BOX","SHRI KRISHNA CYCLINDERS","13 Jun, 2023","26 Jun, 2023",""
"1272","RAM GARMENTS 11X14 LOOP","KATYANI CYCLINDER","13 Jun, 2023","22 Jun, 2023",""
"1273","KRISHNA 16X20 LOOP","KATYANI CYCLINDER","13 Jun, 2023","22 Jun, 2023",""
"1274","LITTLE STREET 11.5X13.5+4 BOX","KATYANI CYCLINDER","13 Jun, 2023","22 Jun, 2023",""
"1275","NXTON 14X18 LOOP","KATYANI CYCLINDER","13 Jun, 2023","22 Jun, 2023",""
"1276","FASHION POINT 14X16 LOOP","KATYANI CYCLINDER","05 Jun, 2023","14 Jun, 2023",""
"1277","BEING MORE CLASSY 11.5X13.5+4 BOX","KATYANI CYCLINDER","05 Jun, 2023","14 Jun, 2023",""
"1278","SUPER FUNKY 12X16+4  BOX BAG","KATYANI CYCLINDER","05 Jun, 2023","14 Jun, 2023",""
"1279","NOOR MOHD BHAT 15.7X16.7+5.5 BOX","SHRI KRISHNA CYCLINDERS","02 Jun, 2023","14 Jun, 2023",""
"1280","NOOR MOHD BHAT 14X15+4  BOX","SHRI KRISHNA CYCLINDERS","02 Jun, 2023","14 Jun, 2023",""
"1281","NOOR MOHD BHAT 11X11+4 BOX","SHRI KRISHNA CYCLINDERS","02 Jun, 2023","14 Jun, 2023",""
"1282","KARTIK (26X32) LOOP (14.2X18)","KATYANI CYCLINDER","02 Jun, 2023","08 Jun, 2023",""
"1283","KARTIK ( 34X38 ) LOOP (14.2X18)","KATYANI CYCLINDER","02 Jun, 2023","08 Jun, 2023",""
"1284","RAJAN GARMENTS 16X16.5+5.5  BOX","KATYANI CYCLINDER","01 Jun, 2023","14 Jun, 2023",""
"1285","TRY ME 13X11+4 BOX BAG","KATYANI CYCLINDER","01 Jun, 2023","08 Jun, 2023",""
"1286","BRAND BUCKET 16X20 LOOP","KATYANI CYCLINDER","01 Jun, 2023","14 Jun, 2023",""
"1287","MODERNISM 12.5X15+4 BOX BAG","KATYANI CYCLINDER","01 Jun, 2023","08 Jun, 2023",""
"1288","NOVA FITNESS 21X16 LOOP","SHRI KRISHNA CYCLINDERS","01 Jun, 2023","14 Jun, 2023",""
"1289","RIKER SHOP 13.5X16 LOOP","KATYANI CYCLINDER","01 Jun, 2023","08 Jun, 2023",""
"1290","RIKER SHOP 16X17.5 LOOP","KATYANI CYCLINDER","01 Jun, 2023","08 Jun, 2023",""
"1291","MRIGNAINI 16X13+5","KATYANI CYCLINDER","01 Jun, 2023","01 Jun, 2023",""
"1292","JAI HIND 9.5x11+4 BOX","KATYANI CYCLINDER","30 May, 2023","05 Jun, 2023",""
"1293","NINS MODA 11.5X13.5+4 BOX","SHRI KRISHNA CYCLINDERS","29 May, 2023","14 Jun, 2023",""
"1294","ANEJA SONS  16X17 LOOP","KATYANI CYCLINDER","29 May, 2023","09 Jun, 2023",""
"1295","99 DEGREE NORTH  16X20","KATYANI CYCLINDER","29 May, 2023","14 Jun, 2023",""
"1296","T C SONS 16X20 LOOP","KATYANI CYCLINDER","29 May, 2023","08 Jun, 2023",""
"1297","MYCO APPARELS 15X17 LOOP","KATYANI CYCLINDER","29 May, 2023","08 Jun, 2023",""
"1298","HAMLEYS KIDS WEAR 12X15.5+4","KATYANI CYCLINDER","29 May, 2023","05 Jun, 2023",""
"1299","NFH 11X15+5.5","KATYANI CYCLINDER","29 May, 2023","08 Jun, 2023",""
"1300","APPRICOT EXCLUSIVE 16X20 LOOP","KATYANI CYCLINDER","29 May, 2023","08 Jun, 2023",""
"1301","MAHALAXMI 10X16 DCUT","SHRI KRISHNA CYCLINDERS","22 May, 2023","31 May, 2023",""
"1302","TULIPS ROYAL HUB 12X16 LOOP","KATYANI CYCLINDER","20 May, 2023","05 Jun, 2023",""
"1303","NANNI CREATIONS 17X20 LOOP","KATYANI CYCLINDER","20 May, 2023","05 Jun, 2023",""
"1304","MAHALAXMI 14X20 DCUT","SHRI KRISHNA CYCLINDERS","20 May, 2023","31 May, 2023",""
"1305","MAHALAXMI 12X18 DCUT","SHRI KRISHNA CYCLINDERS","20 May, 2023","31 May, 2023",""
"1306","PAMPARA 14.5X19","KATYANI CYCLINDER","17 May, 2023","29 May, 2023",""
"1307","KARMAN FASHION 16X16+5","KATYANI CYCLINDER","17 May, 2023","29 May, 2023",""
"1308","MODMIS 16X17","KATYANI CYCLINDER","17 May, 2023","29 May, 2023",""
"1309","WANI SHOWROOM  12X14+4","SHRI KRISHNA CYCLINDERS","17 May, 2023","31 May, 2023",""
"1310","SWASTIK BANGLE STORE 10X14","SHRI KRISHNA CYCLINDERS","17 May, 2023","31 May, 2023",""
"1311","FASHION WORLD 12X14+4","KATYANI CYCLINDER","17 May, 2023","29 May, 2023",""
"1312","R JEE 17X13+4","SHRI KRISHNA CYCLINDERS","15 May, 2023","26 May, 2023",""
"1313","SWASTIK BANGLE STORE 15X15+5","SHRI KRISHNA CYCLINDERS","09 May, 2023","31 May, 2023",""
"1314","UNIQUE","SHRI KRISHNA CYCLINDERS","09 May, 2023","11 May, 2023",""
"1315","PRIYA","KATYANI CYCLINDER","09 May, 2023","11 May, 2023",""
"1316","OPEX","KATYANI CYCLINDER","09 May, 2023","11 May, 2023",""
"1317","S K 13X11+4","SHRI KRISHNA CYCLINDERS","09 May, 2023","15 May, 2023",""
"1318","SUDARMANI","KATYANI CYCLINDER","09 May, 2023","11 May, 2023",""
"1319","KARTIK","KATYANI CYCLINDER","09 May, 2023","11 May, 2023",""
"1320","BHASIN SONS 16*16+5","KATYANI CYCLINDER","09 May, 2023","20 May, 2023",""
"1321","ULFAT COLLECTION 14X14.5+5","KATYANI CYCLINDER","09 May, 2023","20 May, 2023",""
"1322","SEVEN 11  16X20 LOOP","KATYANI CYCLINDER","09 May, 2023","20 May, 2023",""
"1323","VARDHMAN JAIN ARTS 16X18 LOOP","KATYANI CYCLINDER","09 May, 2023","20 May, 2023",""
"1324","SPARTAN","KATYANI CYCLINDER","09 May, 2023","12 May, 2023",""
"1325","PURSHOTTAM 10X14 DCUT","KATYANI CYCLINDER","09 May, 2023","26 May, 2023",""
"1326","R JEE 16X20 LOOP","SHRI KRISHNA CYCLINDERS","09 May, 2023","26 May, 2023",""
"1327","PRINCESS BOUTIQUE 16X18 LOOP","SHRI KRISHNA CYCLINDERS","01 May, 2023","16 May, 2023",""
"1328","SPARTAN 15X20 DCUT","KATYANI CYCLINDER","01 May, 2023","05 May, 2023",""
"1329","THE PUNJAB BAR 12X14","SHRI KRISHNA CYCLINDERS","01 May, 2023","16 May, 2023",""
"1330","DWARKA CHEAP STORE 16X20 LOOP","KATYANI CYCLINDER","01 May, 2023","16 May, 2023",""
"1331","VARDHMAN GALLERY 11.5X16.5+5.5","KATYANI CYCLINDER","01 May, 2023","26 May, 2023",""
"1332","S K 13X11+4","SHRI KRISHNA CYCLINDERS","01 May, 2023","15 May, 2023",""
"1333","TATA FABRICO 14.5X17.5","KATYANI CYCLINDER","01 May, 2023","16 May, 2023",""
"1334","SUDARMANI 12X14","KATYANI CYCLINDER","01 May, 2023","05 May, 2023",""
"1335","PUNJAB SWEET HOME 13.5X8.5+9","KATYANI CYCLINDER","22 Apr, 2023","11 May, 2023",""
"1336","OPEX 12X14 LOOP","KATYANI CYCLINDER","22 Apr, 2023","05 May, 2023",""
"1337","PRIYA PREMIUM INNERWEAR 11.5X13.5+4","KATYANI CYCLINDER","22 Apr, 2023","05 May, 2023",""
"1338","UNIQUE 11.5X13.5+4","SHRI KRISHNA CYCLINDERS","19 Apr, 2023","05 May, 2023",""
"1339","VARUN GUPTA 16X16+6","SHRI KRISHNA CYCLINDERS","19 Apr, 2023","20 May, 2023",""
"1340","MOUNT MILLER 17X13+4","SHRI KRISHNA CYCLINDERS","19 Apr, 2023","02 May, 2023",""
"1341","VEER ENTERPRISES 14X16.5+5","KATYANI CYCLINDER","19 Apr, 2023","11 May, 2023",""
"1342","VARUN GUPTA 16X18","SHRI KRISHNA CYCLINDERS","19 Apr, 2023","03 May, 2023",""
"1343","PURI CLOTH HOUSE 16X18","KATYANI CYCLINDER","19 Apr, 2023","05 May, 2023",""
"1344","KHURANA & SONS 15X18","SHRI KRISHNA CYCLINDERS","19 Apr, 2023","05 May, 2023",""
"1345","GOOD BAKERY 13X16.7+4.5","SHRI KRISHNA CYCLINDERS","19 Apr, 2023","03 May, 2023",""
"1346","","SUNDI","19 Apr, 2023","N/A",""
"1347","VIKAS TEXTILES   16X19.5","SHRI KRISHNA CYCLINDERS","15 Apr, 2023","26 Apr, 2023",""
"1348","BHUTTA FASHION 14X16.5+5","SHRI KRISHNA CYCLINDERS","15 Apr, 2023","26 Apr, 2023",""
"1349","MODERNISM 12.5X15+4","KATYANI CYCLINDER","15 Apr, 2023","08 Jun, 2023",""
"1350","PARADISE KESAR 14X16+4","SHRI KRISHNA CYCLINDERS","13 Apr, 2023","26 Apr, 2023",""
"1351","GKX MALLET 16X18","SHRI KRISHNA CYCLINDERS","13 Apr, 2023","26 Apr, 2023",""
"1352","ZAMINDAR KESAR MEHAL 11X11+4","KATYANI CYCLINDER","13 Apr, 2023","02 May, 2023",""
"1353","ZAMINDAR KESAR MEHAL 14X16+4","KATYANI CYCLINDER","13 Apr, 2023","02 May, 2023",""
"1354","DAR KESAR MEHAL 11X11+4","KATYANI CYCLINDER","11 Apr, 2023","26 Apr, 2023",""
"1355","AG FASHIONS 17X20 LOOP BAG","KATYANI CYCLINDER","11 Apr, 2023","05 May, 2023",""
"1356","DAR KESAR MEHAL 14X16+4","KATYANI CYCLINDER","11 Apr, 2023","26 Apr, 2023",""
"1357","LE BON TON (16.5X18)","KATYANI CYCLINDER","11 Apr, 2023","26 Apr, 2023",""
"1358","ONISH 11X15+4","SHRI KRISHNA CYCLINDERS","07 Apr, 2023","18 Apr, 2023",""
"1359","GURU NANAK GARMENTS 14X15+5","KATYANI CYCLINDER","07 Apr, 2023","22 Apr, 2023",""
"1360","GOYUM 12X16.6+4.5","KATYANI CYCLINDER","07 Apr, 2023","26 Apr, 2023",""
"1361","GURU NANAK GARMENTS 11.5X13.5+4","SHRI KRISHNA CYCLINDERS","07 Apr, 2023","27 Apr, 2023",""
"1362","WOOLY 12X10+4","KATYANI CYCLINDER","07 Apr, 2023","22 Apr, 2023",""
"1363","SHOE BOX 16X13+5","KATYANI CYCLINDER","07 Apr, 2023","22 Apr, 2023",""
"1364","CALCUTTA CLOTH HOUSE 14X14.5+5","KATYANI CYCLINDER","03 Apr, 2023","11 Apr, 2023",""
"1365","NEELKANTH SWEETS 12X16.6+4.5","KATYANI CYCLINDER","01 Apr, 2023","11 Apr, 2023",""
"1366","MOHANS SHOPPY 11.4X13.5+4","KATYANI CYCLINDER","01 Apr, 2023","11 Apr, 2023",""
"1367","GAMBHIR GARMENTS 16X20","SHRI KRISHNA CYCLINDERS","01 Apr, 2023","11 Apr, 2023",""
"1368","RATTAN JEWELLERS 11.5X13.5+4","KATYANI CYCLINDER","30 Mar, 2023","18 Apr, 2023",""
"1369","LAVITRAM 16X17","KATYANI CYCLINDER","26 Mar, 2023","11 Apr, 2023",""
"1370","ARRIBA 13X16+4","KATYANI CYCLINDER","26 Mar, 2023","11 Apr, 2023",""
"1371","ALDRICH A&M 13X16+4","KATYANI CYCLINDER","26 Mar, 2023","11 Apr, 2023",""
"1372","WATCHUX 11X13+4","SHRI KRISHNA CYCLINDERS","26 Mar, 2023","06 Apr, 2023",""
"1373","PARIDHAN 15X18","SHRI KRISHNA CYCLINDERS","26 Mar, 2023","06 Apr, 2023",""
"1374","WARM LINE 19X16.7+5.5","KATYANI CYCLINDER","26 Mar, 2023","11 Apr, 2023",""
"1375","SHIBA URBANCE 14X16","KATYANI CYCLINDER","26 Mar, 2023","08 Apr, 2023",""
"1376","LAVS BOUTIQUE 16X16.5+5.5","KATYANI CYCLINDER","23 Mar, 2023","03 Apr, 2023",""
"1377","ODDY BOY 12.5X15+4","KATYANI CYCLINDER","22 Mar, 2023","03 Apr, 2023",""
"1378","SHALIMAR SHOWROOM 14X17","KATYANI CYCLINDER","21 Mar, 2023","03 Apr, 2023",""
"1379","ASMERA 13X19+3.5","KATYANI CYCLINDER","20 Mar, 2023","28 Mar, 2023",""
"1380","ROOP SHREE SAREES 14X18+3","KATYANI CYCLINDER","20 Mar, 2023","28 Mar, 2023",""
"1381","GURU RAMDAS STORES 16X20","KATYANI CYCLINDER","20 Mar, 2023","28 Mar, 2023",""
"1382","BEE KAY 14X18","KATYANI CYCLINDER","20 Mar, 2023","28 Mar, 2023",""
"1383","OGECHI 11X15+4.5","KATYANI CYCLINDER","20 Mar, 2023","28 Mar, 2023",""
"1384","D K HANDLOOM SHAWLS 12.5X15+4","KATYANI CYCLINDER","20 Mar, 2023","20 Mar, 2023",""
"1385","KOHLI GARMENTS (MAIN GOLDEN) 14X18","KATYANI CYCLINDER","10 Mar, 2023","20 Mar, 2023",""
"1386","KOHLI GARMENTS (WHITE REVERCE) 16X20","KATYANI CYCLINDER","10 Mar, 2023","20 Mar, 2023",""
"1387","HOLIC 16X18","SHRI KRISHNA CYCLINDERS","10 Mar, 2023","18 Mar, 2023",""
"1388","FEMEA 16.5X18","KATYANI CYCLINDER","10 Mar, 2023","20 Mar, 2023",""
"1389","SURINDRA COLLECTIONS 16X16.5+6.5","SHRI KRISHNA CYCLINDERS","10 Mar, 2023","18 Mar, 2023",""
"1390","SAAJAN JEWELLERS 9.2X9.5+4.5","KATYANI CYCLINDER","10 Mar, 2023","21 Mar, 2023",""
"1391","NEW DAY 11.5X13.5+4","KATYANI CYCLINDER","10 Mar, 2023","20 Mar, 2023",""
"1392","HANSBERG  CLOTHING 14X17","KATYANI CYCLINDER","10 Mar, 2023","20 Mar, 2023",""
"1393","SUGNAMAL ALEKHYA 16X13.5+4.5","SHRI KRISHNA CYCLINDERS","10 Mar, 2023","18 Mar, 2023",""
"1394","GULATI SAREE PALACE 15.5X16.5+5.5","KATYANI CYCLINDER","09 Mar, 2023","20 Mar, 2023",""
"1395","KARTIK 14X17.5","KATYANI CYCLINDER","09 Mar, 2023","21 Mar, 2023",""
"1396","BADSHAH 14X18","SHRI KRISHNA CYCLINDERS","09 Mar, 2023","18 Mar, 2023",""
"1397","FIBBIE 16X11.2+4.5","SHRI KRISHNA CYCLINDERS","09 Mar, 2023","18 Mar, 2023",""
"1398","E-BIO-CARES 9X11+4","SHRI KRISHNA CYCLINDERS","09 Mar, 2023","18 Mar, 2023",""
"1399","LE CASA 16.5X16.5+5.5","KATYANI CYCLINDER","07 Mar, 2023","18 Mar, 2023",""
"1400","CHAUDHRY'S HOME & MORE 16.5.X16.5+6","KATYANI CYCLINDER","07 Mar, 2023","18 Mar, 2023",""
"1401","MANSOORI 15X17.5","SHRI KRISHNA CYCLINDERS","04 Mar, 2023","18 Mar, 2023",""
"1402","URBAN RACE 16X17","KATYANI CYCLINDER","04 Mar, 2023","18 Mar, 2023",""
"1403","URBAN RACE DEALER 16X17","KATYANI CYCLINDER","04 Mar, 2023","23 Mar, 2023",""
"1404","SAFRINA 15X16.5+5","KATYANI CYCLINDER","04 Mar, 2023","18 Mar, 2023",""
"1405","VAISHNAVI 14X18.5","KATYANI CYCLINDER","04 Mar, 2023","18 Mar, 2023",""
"1406","VAISHNAVI 16X14+5","ROYAL CYCLINDERS","04 Mar, 2023","16 Mar, 2023",""
"1407","STYLE IN 18X16","SHRI KRISHNA CYCLINDERS","28 Feb, 2023","13 Mar, 2023",""
"1408","FOUR SEASON 12X16","SHRI KRISHNA CYCLINDERS","28 Feb, 2023","13 Mar, 2023",""
"1409","CLUB CZ 11.4X13.5+4","KATYANI CYCLINDER","25 Feb, 2023","13 Mar, 2023",""
"1410","FIRST PLAYER 11.4X13.5+4","KATYANI CYCLINDER","25 Feb, 2023","13 Mar, 2023",""
"1411","","SUNDI","23 Feb, 2023","N/A",""
